"MassParameter_1","MassParameter_2","MassParameter_3","MassParameter_4", "Phi_12","Phi_13","Phi_14","Phi_23","Phi_24","Phi_34", "Dataset1_7320370X","Dataset1_4640576X","Dataset1_2060465X","Dataset1_3140445X","Dataset1_6960209X","Dataset1_5670435X","Dataset1_4880367X","Dataset1_5050575X","Dataset1_290402X","Dataset1_650753X","Dataset1_110382X","Dataset1_3450274X","Dataset1_5960343X","Dataset1_4120037X","Dataset1_4050070X","Dataset1_6480059X","Dataset1_2000100X","Dataset1_3170669X","Dataset1_4830100X","Dataset1_6180538X","Dataset1_6980482X","Dataset1_4900670X","Dataset1_1780762X","Dataset1_1780564X","Dataset1_5270386X","Dataset1_7210424X","Dataset1_7050332X","Dataset1_6200431X","Dataset1_270156X","Dataset1_2470259X","Dataset1_630753X","Dataset1_3830519X","Dataset1_940747X","Dataset1_6840148X","Dataset1_1170609X","Dataset1_1770753X","Dataset1_6900209X","Dataset1_2340598X","Dataset1_3170286X","Dataset1_1470601X","Dataset1_4120053X","Dataset1_1260017X","Dataset1_3870646X","Dataset1_2120259X","Dataset1_2480739X","Dataset1_10612X","Dataset1_2490446X","Dataset1_6770711X","Dataset1_2060452X","Dataset1_50735X","Dataset1_2680722X","Dataset1_2320356X","Dataset1_6560438X","Dataset1_2710114X","Dataset1_870626X","Dataset1_2940369X","Dataset1_990072X","Dataset1_50070X","Dataset1_650008X","Dataset1_6940358X","Dataset1_4570441X","Dataset1_3610259X","Dataset1_4060221X","Dataset1_2260131X","Dataset1_1500148X","Dataset1_6220543X","Dataset1_4900010X","Dataset1_7550431X","Dataset1_2470619X","Dataset1_3390544X","Dataset1_2100241X","Dataset1_620241X","Dataset1_630377X","Dataset1_3180398X","Dataset1_2570026X","Dataset1_540021X","Dataset1_4640136X","Dataset1_6330047X","Dataset1_1710594X","Dataset1_270519X","Dataset1_1690059X","Dataset1_2850162X","Dataset1_130021X","Dataset1_2230273X","Dataset1_270348X","Dataset1_2070037X","Dataset1_6280156X","Dataset1_5390246X","Dataset1_1240450X","Dataset1_7160369X","Dataset1_5390239X","Dataset1_3940754X","Dataset1_1230201X","Dataset1_6400333X","Dataset1_1030376X","Dataset1_4890722X","Dataset1_4040725X","Dataset1_3440343X","Dataset1_6370014X","Dataset1_940356X","Dataset1_6110167X","Dataset1_4860408X","Dataset2_7320370X","Dataset2_4640576X","Dataset2_2060465X","Dataset2_3140445X","Dataset2_6960209X","Dataset2_5670435X","Dataset2_4880367X","Dataset2_5050575X","Dataset2_290402X","Dataset2_650753X","Dataset2_110382X","Dataset2_3450274X","Dataset2_5960343X","Dataset2_4120037X","Dataset2_4050070X","Dataset2_6480059X","Dataset2_2000100X","Dataset2_3170669X","Dataset2_4830100X","Dataset2_6180538X","Dataset2_6980482X","Dataset2_4900670X","Dataset2_1780762X","Dataset2_1780564X","Dataset2_5270386X","Dataset2_7210424X","Dataset2_7050332X","Dataset2_6200431X","Dataset2_270156X","Dataset2_2470259X","Dataset2_630753X","Dataset2_3830519X","Dataset2_940747X","Dataset2_6840148X","Dataset2_1170609X","Dataset2_1770753X","Dataset2_6900209X","Dataset2_2340598X","Dataset2_3170286X","Dataset2_1470601X","Dataset2_4120053X","Dataset2_1260017X","Dataset2_3870646X","Dataset2_2120259X","Dataset2_2480739X","Dataset2_10612X","Dataset2_2490446X","Dataset2_6770711X","Dataset2_2060452X","Dataset2_50735X","Dataset2_2680722X","Dataset2_2320356X","Dataset2_6560438X","Dataset2_2710114X","Dataset2_870626X","Dataset2_2940369X","Dataset2_990072X","Dataset2_50070X","Dataset2_650008X","Dataset2_6940358X","Dataset2_4570441X","Dataset2_3610259X","Dataset2_4060221X","Dataset2_2260131X","Dataset2_1500148X","Dataset2_6220543X","Dataset2_4900010X","Dataset2_7550431X","Dataset2_2470619X","Dataset2_3390544X","Dataset2_2100241X","Dataset2_620241X","Dataset2_630377X","Dataset2_3180398X","Dataset2_2570026X","Dataset2_540021X","Dataset2_4640136X","Dataset2_6330047X","Dataset2_1710594X","Dataset2_270519X","Dataset2_1690059X","Dataset2_2850162X","Dataset2_130021X","Dataset2_2230273X","Dataset2_270348X","Dataset2_2070037X","Dataset2_6280156X","Dataset2_5390246X","Dataset2_1240450X","Dataset2_7160369X","Dataset2_5390239X","Dataset2_3940754X","Dataset2_1230201X","Dataset2_6400333X","Dataset2_1030376X","Dataset2_4890722X","Dataset2_4040725X","Dataset2_3440343X","Dataset2_6370014X","Dataset2_940356X","Dataset2_6110167X","Dataset2_4860408X","Dataset3_7320370X","Dataset3_4640576X","Dataset3_2060465X","Dataset3_3140445X","Dataset3_6960209X","Dataset3_5670435X","Dataset3_4880367X","Dataset3_5050575X","Dataset3_290402X","Dataset3_650753X","Dataset3_110382X","Dataset3_3450274X","Dataset3_5960343X","Dataset3_4120037X","Dataset3_4050070X","Dataset3_6480059X","Dataset3_2000100X","Dataset3_3170669X","Dataset3_4830100X","Dataset3_6180538X","Dataset3_6980482X","Dataset3_4900670X","Dataset3_1780762X","Dataset3_1780564X","Dataset3_5270386X","Dataset3_7210424X","Dataset3_7050332X","Dataset3_6200431X","Dataset3_270156X","Dataset3_2470259X","Dataset3_630753X","Dataset3_3830519X","Dataset3_940747X","Dataset3_6840148X","Dataset3_1170609X","Dataset3_1770753X","Dataset3_6900209X","Dataset3_2340598X","Dataset3_3170286X","Dataset3_1470601X","Dataset3_4120053X","Dataset3_1260017X","Dataset3_3870646X","Dataset3_2120259X","Dataset3_2480739X","Dataset3_10612X","Dataset3_2490446X","Dataset3_6770711X","Dataset3_2060452X","Dataset3_50735X","Dataset3_2680722X","Dataset3_2320356X","Dataset3_6560438X","Dataset3_2710114X","Dataset3_870626X","Dataset3_2940369X","Dataset3_990072X","Dataset3_50070X","Dataset3_650008X","Dataset3_6940358X","Dataset3_4570441X","Dataset3_3610259X","Dataset3_4060221X","Dataset3_2260131X","Dataset3_1500148X","Dataset3_6220543X","Dataset3_4900010X","Dataset3_7550431X","Dataset3_2470619X","Dataset3_3390544X","Dataset3_2100241X","Dataset3_620241X","Dataset3_630377X","Dataset3_3180398X","Dataset3_2570026X","Dataset3_540021X","Dataset3_4640136X","Dataset3_6330047X","Dataset3_1710594X","Dataset3_270519X","Dataset3_1690059X","Dataset3_2850162X","Dataset3_130021X","Dataset3_2230273X","Dataset3_270348X","Dataset3_2070037X","Dataset3_6280156X","Dataset3_5390246X","Dataset3_1240450X","Dataset3_7160369X","Dataset3_5390239X","Dataset3_3940754X","Dataset3_1230201X","Dataset3_6400333X","Dataset3_1030376X","Dataset3_4890722X","Dataset3_4040725X","Dataset3_3440343X","Dataset3_6370014X","Dataset3_940356X","Dataset3_6110167X","Dataset3_4860408X","Dataset4_7320370X","Dataset4_4640576X","Dataset4_2060465X","Dataset4_3140445X","Dataset4_6960209X","Dataset4_5670435X","Dataset4_4880367X","Dataset4_5050575X","Dataset4_290402X","Dataset4_650753X","Dataset4_110382X","Dataset4_3450274X","Dataset4_5960343X","Dataset4_4120037X","Dataset4_4050070X","Dataset4_6480059X","Dataset4_2000100X","Dataset4_3170669X","Dataset4_4830100X","Dataset4_6180538X","Dataset4_6980482X","Dataset4_4900670X","Dataset4_1780762X","Dataset4_1780564X","Dataset4_5270386X","Dataset4_7210424X","Dataset4_7050332X","Dataset4_6200431X","Dataset4_270156X","Dataset4_2470259X","Dataset4_630753X","Dataset4_3830519X","Dataset4_940747X","Dataset4_6840148X","Dataset4_1170609X","Dataset4_1770753X","Dataset4_6900209X","Dataset4_2340598X","Dataset4_3170286X","Dataset4_1470601X","Dataset4_4120053X","Dataset4_1260017X","Dataset4_3870646X","Dataset4_2120259X","Dataset4_2480739X","Dataset4_10612X","Dataset4_2490446X","Dataset4_6770711X","Dataset4_2060452X","Dataset4_50735X","Dataset4_2680722X","Dataset4_2320356X","Dataset4_6560438X","Dataset4_2710114X","Dataset4_870626X","Dataset4_2940369X","Dataset4_990072X","Dataset4_50070X","Dataset4_650008X","Dataset4_6940358X","Dataset4_4570441X","Dataset4_3610259X","Dataset4_4060221X","Dataset4_2260131X","Dataset4_1500148X","Dataset4_6220543X","Dataset4_4900010X","Dataset4_7550431X","Dataset4_2470619X","Dataset4_3390544X","Dataset4_2100241X","Dataset4_620241X","Dataset4_630377X","Dataset4_3180398X","Dataset4_2570026X","Dataset4_540021X","Dataset4_4640136X","Dataset4_6330047X","Dataset4_1710594X","Dataset4_270519X","Dataset4_1690059X","Dataset4_2850162X","Dataset4_130021X","Dataset4_2230273X","Dataset4_270348X","Dataset4_2070037X","Dataset4_6280156X","Dataset4_5390246X","Dataset4_1240450X","Dataset4_7160369X","Dataset4_5390239X","Dataset4_3940754X","Dataset4_1230201X","Dataset4_6400333X","Dataset4_1030376X","Dataset4_4890722X","Dataset4_4040725X","Dataset4_3440343X","Dataset4_6370014X","Dataset4_940356X","Dataset4_6110167X","Dataset4_4860408X"
2.10544,3.16997,2.7239,4.04006, 1.10992,0.810117,0.253545,0.193898,3.01862,0.083354, 48,48,2,1,2,2,2,2,1,48,21,48,2,2,1,2,2,1,2,21,2,21,1,1,2,48,21,2,2,2,48,2,1,2,21,1,2,1,2,2,2,48,2,48,2,2,48,2,2,2,2,2,48,21,48,2,1,48,1,21,2,2,48,1,2,2,2,1,2,2,1,48,21,2,2,1,1,48,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9, 37,4,35,23,45,35,4,23,4,35,35,46,35,4,37,4,4,4,35,35,4,35,4,46,35,37,35,35,35,35,46,45,35,45,35,4,35,4,35,4,4,37,4,46,35,45,37,46,35,4,45,4,37,35,46,35,23,37,4,35,4,45,46,4,4,4,4,4,35,35,46,46,35,4,35,37,23,37,45,4,37,46,37,37,23,37,4,35,35,23,37,46,46,46,46,46,46,46,46,46,46,46, 48,48,48,1,5,48,5,24,48,1,48,1,5,5,24,5,24,24,48,48,24,48,24,1,48,1,48,48,48,5,1,5,14,5,48,24,5,24,48,24,5,24,5,24,5,5,1,5,5,5,5,24,1,48,14,5,14,1,24,48,5,5,1,5,5,24,24,24,48,48,14,1,48,5,5,1,1,24,5,24,14,14,24,6,14,5,14,48,48,24,14,5,24,24,24,5,14,14,14,14,14,14, 45,45,45,11,45,45,15,11,45,32,13,32,45,45,11,45,15,15,45,45,15,45,46,32,45,11,45,45,45,45,11,45,11,45,13,11,45,11,45,11,15,11,45,11,45,45,11,32,45,45,45,15,11,45,32,45,32,11,11,45,45,45,11,45,15,15,11,15,45,45,32,11,45,45,45,11,11,46,45,46,32,32,11,32,11,45,32,45,45,46,32,15,32,11,46,45,11,11,11,32,32,32
3.85491,2.29538,0.66974,1.17238, 5.15134,0.0119073,1.45922,3.585,0.298908,0.880001, 4,4,19,41,19,19,40,40,21,4,19,21,40,40,41,40,41,41,19,19,40,19,41,14,19,21,19,19,19,40,21,19,4,40,19,41,19,41,19,41,40,21,40,4,19,40,41,19,19,40,19,40,21,19,4,40,21,4,21,19,40,40,21,21,40,40,40,41,19,19,21,21,19,40,19,21,14,21,19,41,24,24,24,24,24,24,24,24,24,24,11,24,24,24,24,24,24,24,24,24,24,24, 24,24,3,21,40,3,14,21,14,40,3,6,40,40,24,48,48,14,3,3,48,3,24,6,3,24,3,3,3,40,6,40,40,14,3,24,3,48,3,48,48,24,40,6,40,40,24,6,40,14,40,48,24,3,6,40,21,24,48,3,40,14,6,48,14,48,48,24,3,3,6,6,3,14,40,24,21,24,40,48,24,6,24,24,21,24,24,3,3,21,24,6,6,6,6,6,6,6,6,6,6,6, 14,14,10,40,33,10,33,3,14,40,10,40,33,33,3,33,33,33,10,10,33,10,3,40,14,40,10,14,14,33,40,33,24,33,10,3,33,3,10,3,33,3,33,40,33,33,40,33,33,33,33,33,40,10,24,33,24,40,40,10,33,33,40,33,33,33,3,33,14,10,24,40,10,33,33,40,40,3,33,3,24,24,33,24,24,33,24,10,10,33,24,33,3,3,3,33,24,24,24,24,24,24, 10,10,10,43,9,10,9,3,10,40,10,40,9,50,43,9,28,28,10,10,28,10,3,40,10,43,10,10,10,9,43,50,43,9,10,3,9,3,10,32,9,43,50,43,10,9,3,40,10,9,9,9,43,10,40,10,40,43,3,10,9,50,43,9,9,3,3,28,10,10,40,43,10,9,10,43,43,3,9,32,40,40,43,40,43,9,40,10,10,3,40,9,40,43,3,9,43,43,43,40,40,40
2.18487,1.18008,2.14197,3.31588, 0.478772,0.344558,5.13226,2.70052,0.602545,0.907207, 41,41,45,41,20,20,20,20,41,41,45,41,20,20,41,20,20,20,20,45,20,45,41,41,20,41,45,20,20,20,41,20,41,20,45,41,20,41,20,20,20,41,20,41,20,20,41,20,20,20,20,20,41,45,41,20,41,41,41,45,20,20,41,41,20,20,20,41,20,45,41,41,45,20,20,41,41,41,20,20,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43, 29,29,38,29,38,5,19,29,19,38,5,7,38,38,29,19,19,19,38,5,19,5,29,7,38,29,5,38,38,38,46,38,38,38,41,29,38,19,38,19,19,29,38,7,38,38,29,7,38,19,38,19,29,5,7,38,29,29,11,5,38,19,7,19,19,19,19,19,38,38,7,7,5,19,38,29,29,29,38,19,29,7,29,29,29,29,29,38,38,29,29,7,7,7,7,7,7,46,7,7,7,7, 47,47,47,37,47,47,33,33,47,37,28,37,33,33,33,33,33,33,47,43,33,43,33,37,47,37,43,47,47,33,37,47,12,33,28,33,47,33,43,33,33,33,47,37,47,47,37,33,47,33,33,33,37,43,12,47,12,37,37,43,33,33,37,47,33,33,33,33,47,43,12,37,43,33,10,37,37,33,47,33,12,12,33,12,12,47,12,43,43,33,12,33,33,33,33,47,12,12,12,12,12,12, 20,20,20,1,43,20,43,47,35,37,7,37,43,43,47,43,43,43,20,20,43,7,47,37,20,1,7,20,20,43,1,43,47,43,7,47,43,47,20,47,43,47,43,1,20,43,47,37,43,43,43,43,47,7,37,43,37,1,1,20,43,43,1,43,43,47,47,43,20,20,37,1,7,43,20,1,1,47,43,47,37,12,1,12,1,43,37,20,20,47,37,43,37,1,47,43,47,1,1,12,37,37
2.29087,2.97089,0.460891,0.902832, 5.45436,1.33737,0.0841646,1.73451,0.55077,2.05508, 27,27,37,27,37,37,30,30,27,27,37,27,1,1,27,1,27,27,37,37,30,37,27,27,37,27,37,37,37,1,27,37,27,1,37,27,37,27,37,27,1,27,1,27,37,1,27,37,37,1,37,1,27,37,27,1,27,27,27,37,1,30,27,27,30,30,30,27,37,37,27,27,37,1,37,27,27,27,37,27,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14, 16,25,37,16,17,8,25,16,25,17,8,7,17,17,25,25,25,25,37,8,25,8,25,7,37,16,8,17,37,17,32,17,17,17,8,25,37,25,37,25,25,25,17,7,17,17,25,32,17,25,17,25,25,8,32,17,16,25,25,8,17,17,7,25,25,25,25,25,37,37,32,7,8,25,17,16,16,16,17,25,16,32,25,16,16,16,25,8,37,16,25,7,7,32,32,7,7,7,32,32,32,7, 47,47,33,18,47,33,14,14,33,18,33,18,47,47,1,14,14,14,33,33,14,33,1,18,47,18,33,47,33,47,18,47,27,47,33,1,47,1,33,1,14,1,47,1,47,47,18,47,47,12,14,14,18,33,27,47,27,18,1,33,12,11,18,47,14,14,1,14,47,33,27,18,33,14,47,18,18,1,47,1,27,27,14,27,43,47,27,33,33,14,27,14,1,14,1,47,27,27,27,27,27,27, 30,30,30,31,10,8,47,31,8,35,8,35,10,47,31,10,9,47,8,8,47,8,31,35,30,31,8,30,30,47,31,10,31,47,8,31,47,31,8,31,47,31,10,31,10,47,31,35,10,47,47,47,31,8,35,10,35,31,31,8,47,47,31,10,47,31,31,9,30,8,35,31,8,47,10,31,31,31,10,31,35,35,31,35,31,47,35,8,8,31,35,47,35,31,31,47,31,31,31,35,35,35
2.90447,1.79221,0.905852,4.24563, 0.169689,0.846441,1.88514,1.1456,0.00466939,0.72876, 46,44,47,46,8,8,8,8,46,44,47,46,8,8,46,8,8,46,8,47,8,47,46,46,47,46,47,47,14,8,46,8,46,8,47,46,8,46,47,8,8,46,8,44,8,8,46,8,8,8,8,8,46,47,46,8,46,46,46,47,8,8,46,46,8,8,8,46,47,47,46,46,47,8,47,46,46,46,8,46,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24, 33,33,29,33,29,29,34,33,34,29,4,19,29,29,33,20,20,34,29,29,34,29,33,19,29,33,29,29,29,29,19,29,29,29,4,33,29,33,29,33,20,33,29,19,29,29,33,19,29,34,29,34,33,4,19,29,33,33,33,29,29,29,19,20,34,20,33,33,29,29,19,19,4,34,29,33,33,33,29,33,33,19,33,33,33,33,33,29,29,33,33,19,19,19,19,19,19,19,19,19,19,19, 37,37,37,29,48,37,3,46,37,29,37,29,48,48,29,48,21,3,37,37,3,37,21,29,37,29,37,37,37,48,29,48,9,48,28,46,48,21,37,21,3,21,48,29,37,48,29,48,48,48,48,3,29,37,43,48,9,29,29,37,48,48,29,48,3,21,46,3,37,37,43,29,37,3,48,29,29,29,48,29,43,9,3,9,43,48,43,37,37,46,9,3,21,21,21,48,43,9,43,43,43,9, 45,45,45,9,45,45,3,9,45,46,45,46,45,45,9,45,9,9,45,45,3,45,9,46,45,43,45,45,45,45,43,45,9,45,45,9,45,9,45,9,9,9,45,9,45,45,9,46,45,45,45,3,9,45,46,45,46,8,9,45,45,45,43,45,3,9,9,9,45,45,46,43,45,45,45,43,43,9,45,9,46,46,9,46,43,45,46,45,45,9,46,3,46,8,9,45,9,9,43,46,46,46
2.67602,1.75151,1.95995,3.96539, 1.2839,0.295475,0.552434,6.28819,0.125038,0.0932476, 22,22,1,22,1,1,1,1,22,22,1,22,1,1,22,1,30,30,1,1,1,1,22,22,1,22,1,1,1,1,22,1,22,1,1,22,1,22,1,30,1,22,1,22,1,1,22,1,1,1,1,1,22,1,22,1,22,22,22,1,1,1,22,22,1,1,30,22,1,1,22,22,1,1,1,22,22,22,1,30,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11, 18,18,21,18,21,21,30,18,30,21,10,40,21,21,18,18,30,30,21,10,30,10,18,40,21,18,10,21,21,21,40,21,21,21,10,18,21,18,21,18,18,18,21,40,21,21,18,40,21,30,21,30,18,10,40,21,18,18,18,10,21,30,40,18,30,18,18,18,21,21,40,40,10,30,21,18,18,18,21,18,18,40,18,18,18,18,18,21,21,18,18,40,40,40,40,40,40,40,40,40,40,40, 21,21,21,50,7,21,4,41,21,50,21,50,7,7,41,7,41,4,21,21,41,21,41,50,21,50,21,21,21,7,50,7,40,7,21,41,7,41,21,41,46,41,7,50,21,7,50,7,7,7,7,41,50,21,40,21,40,50,41,21,7,7,50,7,4,4,41,41,21,21,40,50,21,4,7,50,50,41,7,41,40,40,41,40,40,21,40,21,21,41,40,4,41,41,41,7,40,40,40,40,40,40, 38,38,38,41,37,38,43,41,38,40,38,40,37,37,41,37,43,43,38,38,43,38,41,40,38,16,38,38,38,37,16,37,4,37,38,41,37,41,38,41,43,41,37,41,38,37,41,40,37,37,43,43,41,38,40,38,40,41,41,38,37,37,16,37,43,4,4,43,38,38,40,16,38,37,38,16,16,41,37,4,40,40,16,40,16,37,40,38,38,41,40,43,40,41,41,37,41,41,41,40,40,40
2.19621,1.20219,1.49113,4.0174, 0.340594,1.86075,2.56815,2.47036,1.98019,1.39517, 36,36,10,36,10,10,10,10,36,36,15,36,10,10,36,10,10,36,10,15,10,15,36,36,10,36,15,10,10,10,36,10,36,10,21,36,10,36,10,36,10,36,10,36,10,10,36,10,10,10,10,10,36,15,36,10,36,36,36,15,10,10,36,36,10,10,10,36,10,10,36,36,15,10,10,36,36,36,10,36,28,28,28,28,28,18,18,28,28,28,28,18,28,28,28,18,18,28,28,18,18,18, 11,11,10,11,10,10,20,12,20,10,8,17,10,20,11,20,20,20,10,10,20,10,11,17,10,11,32,10,10,10,17,10,10,10,8,11,10,11,10,11,20,11,20,17,10,10,11,17,10,20,10,20,11,10,17,10,11,11,11,32,10,20,17,20,20,20,20,20,10,10,17,17,10,20,10,11,11,11,10,11,11,17,11,11,12,11,11,10,10,11,11,17,17,17,17,17,17,17,17,17,17,17, 27,27,27,35,27,27,8,8,27,35,27,35,8,27,17,8,8,8,27,27,8,27,17,35,27,35,27,27,27,8,35,27,12,27,27,17,27,17,27,17,8,17,27,17,27,27,35,8,27,8,8,8,17,27,12,27,12,17,17,27,8,8,35,27,8,8,17,8,27,27,12,35,27,8,27,35,35,17,27,17,12,12,8,12,12,27,12,27,27,8,12,8,17,17,17,27,12,12,12,12,12,12, 8,8,8,49,8,21,18,18,21,16,21,16,8,8,18,8,18,18,21,21,18,21,18,16,8,20,21,8,8,8,17,8,18,8,21,18,18,18,21,18,18,18,8,49,8,8,18,16,8,18,18,18,18,21,16,8,16,17,18,21,18,18,17,8,18,18,18,18,8,21,16,17,21,18,8,20,17,18,8,18,16,16,20,16,17,18,16,21,21,18,16,18,16,17,18,18,18,49,17,16,16,16
1.53417,0.794352,2.17506,4.76258, 1.17106,0.00814746,0.153336,0.0289121,0.505158,6.21555, 15,15,18,4,6,6,42,42,48,15,18,15,42,6,48,42,42,42,6,18,42,18,4,4,18,15,18,18,6,42,4,6,15,42,18,4,6,4,18,42,42,48,42,15,6,42,4,6,6,42,6,42,15,18,15,42,4,15,48,18,42,42,15,48,42,42,42,37,18,18,4,15,18,42,18,15,4,48,6,42,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17, 4,4,5,4,5,46,4,4,4,5,46,13,5,23,4,4,4,4,5,5,4,5,4,13,5,4,5,5,5,5,13,23,5,23,16,4,5,4,5,4,4,4,23,13,5,5,4,13,5,4,23,4,4,5,13,5,4,4,4,5,23,4,13,4,4,4,4,4,5,5,13,13,5,4,5,4,4,4,23,4,4,13,4,4,4,4,4,5,5,4,4,13,13,13,13,13,13,13,13,13,13,13, 21,21,21,2,21,21,4,4,21,2,21,2,49,21,4,4,4,4,21,21,4,21,4,2,21,2,21,21,21,49,2,21,32,21,21,4,21,4,21,4,4,4,21,36,21,21,36,49,21,4,4,4,36,21,32,21,32,36,4,21,4,49,36,21,4,4,4,4,21,21,32,2,21,4,21,36,2,4,21,4,32,32,4,32,32,21,32,21,21,4,32,4,4,4,4,21,32,32,15,32,32,32, 46,21,46,32,21,46,21,32,46,2,30,2,21,21,32,21,43,21,46,46,21,46,32,2,46,32,30,46,46,21,32,21,32,21,30,32,21,32,46,32,21,32,21,32,21,21,32,2,21,21,21,21,32,46,2,21,2,32,32,46,21,21,32,21,21,43,43,21,46,46,2,32,30,21,21,32,32,32,21,32,2,2,32,2,32,21,2,46,46,32,2,21,2,32,43,21,32,32,32,2,2,2
2.00816,3.22995,0.838616,3.74041, 0.279566,0.411697,0.319554,4.0049,0.91799,0.335283, 35,35,31,45,31,31,44,44,35,35,31,35,31,31,44,31,44,44,31,31,44,31,44,35,31,35,31,31,31,8,45,31,35,31,18,45,31,45,31,44,31,35,31,35,31,44,45,31,31,31,31,31,35,31,35,31,45,35,45,31,31,8,35,35,44,44,44,45,31,31,45,35,31,31,31,35,45,35,31,44,26,26,26,26,26,34,34,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26, 15,15,28,15,45,32,45,15,14,45,32,26,45,45,15,14,14,45,28,32,14,32,15,26,45,15,32,45,45,45,26,45,45,45,32,15,28,14,28,14,14,15,45,26,45,45,15,26,45,45,45,45,15,32,26,45,15,15,14,32,45,45,26,14,45,14,14,14,45,28,26,26,32,45,45,15,15,15,45,14,15,26,15,15,15,15,15,32,45,15,15,26,26,26,26,26,26,26,26,26,26,26, 32,32,43,40,32,43,6,14,43,10,43,40,32,32,14,32,14,6,43,43,14,43,14,10,43,10,43,32,43,32,40,32,15,32,43,14,32,14,43,14,32,14,18,14,18,32,14,32,32,32,32,6,14,43,7,32,15,14,14,43,32,18,14,32,32,14,14,14,32,43,15,10,43,6,18,14,40,14,18,14,15,15,14,15,15,18,15,43,43,14,15,32,14,14,14,18,15,7,15,15,15,23, 3,3,3,20,3,3,3,20,3,30,8,30,3,3,20,3,20,3,3,3,3,3,20,30,3,20,3,3,3,3,20,3,20,3,37,20,3,20,3,20,3,20,3,20,3,3,20,30,3,3,3,3,20,3,30,3,30,20,20,3,3,3,20,3,3,20,20,3,3,3,30,20,3,3,3,20,20,20,3,20,30,30,20,30,20,3,30,3,3,20,30,3,30,20,20,3,20,20,20,26,30,30
1.11335,2.11452,0.483518,2.88422, 0.763551,5.40563,0.154482,0.0524244,0.688823,0.398715, 39,39,47,39,47,47,38,38,39,39,47,39,38,47,39,38,38,38,47,47,38,47,39,39,47,39,47,47,47,38,39,47,39,38,47,39,47,39,47,38,38,39,38,39,47,38,39,47,47,38,47,47,39,47,39,47,39,39,39,47,38,38,39,39,38,38,38,39,47,47,39,39,47,38,47,39,39,39,47,38,19,19,19,19,19,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19, 10,10,47,21,1,47,1,31,10,1,47,45,1,1,10,10,10,1,47,47,10,47,10,45,47,29,47,1,47,1,45,1,1,1,47,10,47,10,47,10,10,10,1,45,1,1,10,45,1,1,1,10,10,47,45,1,29,10,10,47,1,1,45,10,1,10,10,10,47,47,45,45,47,10,1,10,31,29,1,10,29,45,10,27,27,10,10,47,1,29,10,45,45,45,45,45,45,45,45,45,45,45, 26,26,26,34,26,18,19,19,26,34,18,34,38,26,19,38,19,19,26,18,19,18,19,34,26,34,18,26,26,38,34,26,29,38,18,19,26,19,18,19,19,19,26,30,26,26,34,38,26,38,19,19,30,18,29,26,29,30,19,18,38,38,34,26,19,19,19,19,26,18,29,34,18,19,26,34,34,19,26,19,29,29,19,29,29,26,29,18,18,19,29,19,19,19,19,26,29,29,29,29,29,29, 1,1,1,36,1,1,1,36,1,45,11,45,1,1,5,1,5,5,1,1,36,1,36,45,1,36,11,1,1,1,36,1,36,1,48,36,1,5,1,36,22,5,1,5,1,1,36,45,1,1,1,22,36,1,45,1,45,36,36,1,1,1,36,1,1,5,5,5,1,1,45,36,1,1,1,36,36,5,1,5,45,45,36,45,36,1,45,1,1,5,45,22,45,36,36,1,36,36,36,45,45,45
