MassParameter_1,MassParameter_2,MassParameter_3,MassParameter_4,Phi_12,Phi_13,Phi_14,Phi_23,Phi_24,Phi_34,Dataset1_7320370X,Dataset1_4640576X,Dataset1_2060465X,Dataset1_3140445X,Dataset1_6960209X,Dataset1_5670435X,Dataset1_4880367X,Dataset1_5050575X,Dataset1_290402X,Dataset1_650753X,Dataset1_110382X,Dataset1_3450274X,Dataset1_5960343X,Dataset1_4120037X,Dataset1_4050070X,Dataset1_6480059X,Dataset1_2000100X,Dataset1_3170669X,Dataset1_4830100X,Dataset1_6180538X,Dataset1_6980482X,Dataset1_4900670X,Dataset1_1780762X,Dataset1_1780564X,Dataset1_5270386X,Dataset1_7210424X,Dataset1_7050332X,Dataset1_6200431X,Dataset1_270156X,Dataset1_2470259X,Dataset1_630753X,Dataset1_3830519X,Dataset1_940747X,Dataset1_6840148X,Dataset1_1170609X,Dataset1_1770753X,Dataset1_6900209X,Dataset1_2340598X,Dataset1_3170286X,Dataset1_1470601X,Dataset1_4120053X,Dataset1_1260017X,Dataset1_3870646X,Dataset1_2120259X,Dataset1_2480739X,Dataset1_10612X,Dataset1_2490446X,Dataset1_6770711X,Dataset1_2060452X,Dataset1_50735X,Dataset1_2680722X,Dataset1_2320356X,Dataset1_6560438X,Dataset1_2710114X,Dataset1_870626X,Dataset1_2940369X,Dataset1_990072X,Dataset1_50070X,Dataset1_650008X,Dataset1_6940358X,Dataset1_4570441X,Dataset1_3610259X,Dataset1_4060221X,Dataset1_2260131X,Dataset1_1500148X,Dataset1_6220543X,Dataset1_4900010X,Dataset1_7550431X,Dataset1_2470619X,Dataset1_3390544X,Dataset1_2100241X,Dataset1_620241X,Dataset1_630377X,Dataset1_3180398X,Dataset1_2570026X,Dataset1_540021X,Dataset1_4640136X,Dataset1_6330047X,Dataset1_1710594X,Dataset1_270519X,Dataset1_1690059X,Dataset1_2850162X,Dataset1_130021X,Dataset1_2230273X,Dataset1_270348X,Dataset1_2070037X,Dataset1_6280156X,Dataset1_5390246X,Dataset1_1240450X,Dataset1_7160369X,Dataset1_5390239X,Dataset1_3940754X,Dataset1_1230201X,Dataset1_6400333X,Dataset1_1030376X,Dataset1_4890722X,Dataset1_4040725X,Dataset1_3440343X,Dataset1_6370014X,Dataset1_940356X,Dataset1_6110167X,Dataset1_4860408X,Dataset2_7320370X,Dataset2_4640576X,Dataset2_2060465X,Dataset2_3140445X,Dataset2_6960209X,Dataset2_5670435X,Dataset2_4880367X,Dataset2_5050575X,Dataset2_290402X,Dataset2_650753X,Dataset2_110382X,Dataset2_3450274X,Dataset2_5960343X,Dataset2_4120037X,Dataset2_4050070X,Dataset2_6480059X,Dataset2_2000100X,Dataset2_3170669X,Dataset2_4830100X,Dataset2_6180538X,Dataset2_6980482X,Dataset2_4900670X,Dataset2_1780762X,Dataset2_1780564X,Dataset2_5270386X,Dataset2_7210424X,Dataset2_7050332X,Dataset2_6200431X,Dataset2_270156X,Dataset2_2470259X,Dataset2_630753X,Dataset2_3830519X,Dataset2_940747X,Dataset2_6840148X,Dataset2_1170609X,Dataset2_1770753X,Dataset2_6900209X,Dataset2_2340598X,Dataset2_3170286X,Dataset2_1470601X,Dataset2_4120053X,Dataset2_1260017X,Dataset2_3870646X,Dataset2_2120259X,Dataset2_2480739X,Dataset2_10612X,Dataset2_2490446X,Dataset2_6770711X,Dataset2_2060452X,Dataset2_50735X,Dataset2_2680722X,Dataset2_2320356X,Dataset2_6560438X,Dataset2_2710114X,Dataset2_870626X,Dataset2_2940369X,Dataset2_990072X,Dataset2_50070X,Dataset2_650008X,Dataset2_6940358X,Dataset2_4570441X,Dataset2_3610259X,Dataset2_4060221X,Dataset2_2260131X,Dataset2_1500148X,Dataset2_6220543X,Dataset2_4900010X,Dataset2_7550431X,Dataset2_2470619X,Dataset2_3390544X,Dataset2_2100241X,Dataset2_620241X,Dataset2_630377X,Dataset2_3180398X,Dataset2_2570026X,Dataset2_540021X,Dataset2_4640136X,Dataset2_6330047X,Dataset2_1710594X,Dataset2_270519X,Dataset2_1690059X,Dataset2_2850162X,Dataset2_130021X,Dataset2_2230273X,Dataset2_270348X,Dataset2_2070037X,Dataset2_6280156X,Dataset2_5390246X,Dataset2_1240450X,Dataset2_7160369X,Dataset2_5390239X,Dataset2_3940754X,Dataset2_1230201X,Dataset2_6400333X,Dataset2_1030376X,Dataset2_4890722X,Dataset2_4040725X,Dataset2_3440343X,Dataset2_6370014X,Dataset2_940356X,Dataset2_6110167X,Dataset2_4860408X,Dataset3_7320370X,Dataset3_4640576X,Dataset3_2060465X,Dataset3_3140445X,Dataset3_6960209X,Dataset3_5670435X,Dataset3_4880367X,Dataset3_5050575X,Dataset3_290402X,Dataset3_650753X,Dataset3_110382X,Dataset3_3450274X,Dataset3_5960343X,Dataset3_4120037X,Dataset3_4050070X,Dataset3_6480059X,Dataset3_2000100X,Dataset3_3170669X,Dataset3_4830100X,Dataset3_6180538X,Dataset3_6980482X,Dataset3_4900670X,Dataset3_1780762X,Dataset3_1780564X,Dataset3_5270386X,Dataset3_7210424X,Dataset3_7050332X,Dataset3_6200431X,Dataset3_270156X,Dataset3_2470259X,Dataset3_630753X,Dataset3_3830519X,Dataset3_940747X,Dataset3_6840148X,Dataset3_1170609X,Dataset3_1770753X,Dataset3_6900209X,Dataset3_2340598X,Dataset3_3170286X,Dataset3_1470601X,Dataset3_4120053X,Dataset3_1260017X,Dataset3_3870646X,Dataset3_2120259X,Dataset3_2480739X,Dataset3_10612X,Dataset3_2490446X,Dataset3_6770711X,Dataset3_2060452X,Dataset3_50735X,Dataset3_2680722X,Dataset3_2320356X,Dataset3_6560438X,Dataset3_2710114X,Dataset3_870626X,Dataset3_2940369X,Dataset3_990072X,Dataset3_50070X,Dataset3_650008X,Dataset3_6940358X,Dataset3_4570441X,Dataset3_3610259X,Dataset3_4060221X,Dataset3_2260131X,Dataset3_1500148X,Dataset3_6220543X,Dataset3_4900010X,Dataset3_7550431X,Dataset3_2470619X,Dataset3_3390544X,Dataset3_2100241X,Dataset3_620241X,Dataset3_630377X,Dataset3_3180398X,Dataset3_2570026X,Dataset3_540021X,Dataset3_4640136X,Dataset3_6330047X,Dataset3_1710594X,Dataset3_270519X,Dataset3_1690059X,Dataset3_2850162X,Dataset3_130021X,Dataset3_2230273X,Dataset3_270348X,Dataset3_2070037X,Dataset3_6280156X,Dataset3_5390246X,Dataset3_1240450X,Dataset3_7160369X,Dataset3_5390239X,Dataset3_3940754X,Dataset3_1230201X,Dataset3_6400333X,Dataset3_1030376X,Dataset3_4890722X,Dataset3_4040725X,Dataset3_3440343X,Dataset3_6370014X,Dataset3_940356X,Dataset3_6110167X,Dataset3_4860408X,Dataset4_7320370X,Dataset4_4640576X,Dataset4_2060465X,Dataset4_3140445X,Dataset4_6960209X,Dataset4_5670435X,Dataset4_4880367X,Dataset4_5050575X,Dataset4_290402X,Dataset4_650753X,Dataset4_110382X,Dataset4_3450274X,Dataset4_5960343X,Dataset4_4120037X,Dataset4_4050070X,Dataset4_6480059X,Dataset4_2000100X,Dataset4_3170669X,Dataset4_4830100X,Dataset4_6180538X,Dataset4_6980482X,Dataset4_4900670X,Dataset4_1780762X,Dataset4_1780564X,Dataset4_5270386X,Dataset4_7210424X,Dataset4_7050332X,Dataset4_6200431X,Dataset4_270156X,Dataset4_2470259X,Dataset4_630753X,Dataset4_3830519X,Dataset4_940747X,Dataset4_6840148X,Dataset4_1170609X,Dataset4_1770753X,Dataset4_6900209X,Dataset4_2340598X,Dataset4_3170286X,Dataset4_1470601X,Dataset4_4120053X,Dataset4_1260017X,Dataset4_3870646X,Dataset4_2120259X,Dataset4_2480739X,Dataset4_10612X,Dataset4_2490446X,Dataset4_6770711X,Dataset4_2060452X,Dataset4_50735X,Dataset4_2680722X,Dataset4_2320356X,Dataset4_6560438X,Dataset4_2710114X,Dataset4_870626X,Dataset4_2940369X,Dataset4_990072X,Dataset4_50070X,Dataset4_650008X,Dataset4_6940358X,Dataset4_4570441X,Dataset4_3610259X,Dataset4_4060221X,Dataset4_2260131X,Dataset4_1500148X,Dataset4_6220543X,Dataset4_4900010X,Dataset4_7550431X,Dataset4_2470619X,Dataset4_3390544X,Dataset4_2100241X,Dataset4_620241X,Dataset4_630377X,Dataset4_3180398X,Dataset4_2570026X,Dataset4_540021X,Dataset4_4640136X,Dataset4_6330047X,Dataset4_1710594X,Dataset4_270519X,Dataset4_1690059X,Dataset4_2850162X,Dataset4_130021X,Dataset4_2230273X,Dataset4_270348X,Dataset4_2070037X,Dataset4_6280156X,Dataset4_5390246X,Dataset4_1240450X,Dataset4_7160369X,Dataset4_5390239X,Dataset4_3940754X,Dataset4_1230201X,Dataset4_6400333X,Dataset4_1030376X,Dataset4_4890722X,Dataset4_4040725X,Dataset4_3440343X,Dataset4_6370014X,Dataset4_940356X,Dataset4_6110167X,Dataset4_4860408X
0.38555,1.8195,0.68699,2.8003,5.9772,2.9961,3.5512,3.5902,3.3447,37.019,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,35,5,7,35,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,35,22,4,22,5,7,8,35,5,5,3,7,4,22,8,3,22,3,3,3,35,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,35,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,22,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.79218,1.744,0.94078,2.8596,6.5058,2.6715,4.6729,4.7788,5.2917,19.453,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,11,5,7,11,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,11,22,4,22,5,7,8,11,5,5,3,7,4,22,8,3,22,3,3,3,11,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,11,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,22,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.70498,1.8864,0.99455,2.8885,2.418,4.4477,3.9714,2.8767,4.4759,27.819,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,44,5,7,44,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,44,22,4,22,5,7,8,44,5,5,3,7,4,22,8,3,22,3,3,3,44,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,44,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.64928,2.1603,1.3524,1.7894,3.9226,5.6701,2.9051,2.7425,4.1074,14.759,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,30,5,7,30,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,30,22,4,22,5,7,8,30,5,5,3,7,4,22,8,3,22,3,3,3,30,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,30,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,22,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.55349,1.8739,1.3209,1.975,3.6275,5.0413,2.3762,5.3937,3.1948,9.537,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,48,5,7,48,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,48,22,4,22,5,7,8,48,5,5,3,7,4,22,8,3,22,3,3,3,48,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,48,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,22,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.76134,2.5721,1.5425,1.6148,3.1877,2.3836,3.2144,5.0495,2.5714,26.526,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,14,5,7,14,37,4,8,4,14,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,14,22,4,22,5,7,8,14,5,5,3,7,4,22,8,3,22,3,3,3,14,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,14,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.46753,2.7937,1.2189,1.2388,2.3909,2.937,3.9551,4.1297,3.659,17.402,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,1,5,7,1,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,1,22,4,22,5,7,8,1,5,5,3,7,4,22,8,3,22,3,3,3,1,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,1,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,22,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.30091,2.3486,1.9507,0.86619,2.5231,3.5321,4.2232,2.8954,4.9412,19.319,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,10,5,7,10,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,10,22,4,22,5,7,8,10,5,5,3,7,4,22,8,3,22,3,3,3,10,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,10,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,22,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.30489,2.6679,1.8984,1.346,2.0785,5.7986,2.2092,2.3987,4.6891,20.676,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,32,5,7,32,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,32,22,4,22,5,7,8,32,5,5,3,7,4,22,8,3,22,3,3,3,32,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,32,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.5551,2.0397,1.4878,1.225,7.6005,4.2206,3.8073,3.3437,3.1818,11.287,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,20,5,7,20,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,20,22,4,22,5,7,8,20,5,5,3,7,4,22,8,3,22,3,3,3,20,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,20,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
0.6611,1.1751,2.0589,0.76816,2.2515,2.9564,3.1259,4.2717,2.5228,17.276,3,3,7,3,4,4,4,4,3,3,7,3,4,4,3,4,3,3,4,7,4,7,3,3,7,3,7,7,4,4,3,4,3,4,7,3,4,3,7,3,4,3,4,3,4,4,3,4,4,4,4,4,3,7,3,4,3,3,3,7,4,4,3,3,4,4,4,3,7,7,3,3,7,4,7,3,3,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,37,5,4,7,22,5,3,4,40,8,4,4,5,3,3,22,37,7,3,7,5,8,16,5,7,16,37,4,8,4,4,4,40,5,37,3,37,3,3,5,4,8,4,4,5,8,16,22,4,22,5,7,8,16,5,5,3,7,4,22,8,3,22,3,3,3,16,37,8,8,7,22,4,5,5,5,4,3,5,8,5,5,5,5,5,7,16,5,5,8,8,8,8,8,8,8,8,8,8,8,37,37,37,5,4,37,22,3,37,5,40,5,4,4,3,22,3,22,37,7,22,7,3,5,37,5,7,37,37,4,5,4,8,4,40,3,4,3,7,3,22,3,4,5,4,4,5,4,4,22,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,3,8,8,4,8,7,7,3,8,22,3,3,3,4,8,8,8,8,8,8,37,37,37,5,4,7,22,3,7,8,40,8,4,4,5,4,3,22,7,7,22,7,3,8,37,5,7,37,37,4,5,4,3,4,40,3,4,3,7,3,22,3,4,5,4,4,5,8,4,4,22,22,5,7,8,4,8,5,5,7,22,4,5,4,22,3,3,22,37,7,8,5,7,22,4,5,5,3,4,3,8,8,5,8,5,4,8,7,7,3,8,22,8,5,3,22,5,5,5,8,8,8
